File /eos/project/c/cmsweb/www/reco-prof/circles/data/CMSSW_12_4_0_pre2/slc7_amd64_gcc10/11834.21/step3.root Events 400
Branch Name | Average Uncompressed Size (Bytes/Event) | Average Compressed Size (Bytes/Event) 
ootPhotonCore: (recoPhotonCores) 96.9275 35.8975
muons:muPFMeanDRIsoValueGammaHighThreshold04 (doubleedmValueMap) 138.215 35.8575
muons:muPFMeanDRIsoValueNeutralHighThreshold03 (doubleedmValueMap) 138.3 35.5125
muons:muPFSumDRIsoValueNeutralHighThreshold03 (doubleedmValueMap) 138.257 35.47
muons:muPFSumDRIsoValueGammaHighThreshold04 (doubleedmValueMap) 138.173 35.275
reducedHcalRecHits:horeco (HORecHitsSorted) 61.7425 34.69
hfEMClusters: (recoCaloClusters) 95.3575 34.69
onlineMetaDataDigis: (OnlineLuminosityRecord) 54.2 34.6475
onlineMetaDataDigis: (DCSRecord) 122.41 32.04
ctppsPixelLocalTracks: (CTPPSPixelLocalTrackedmDetSetVector) 65.055 31.56
ctppsDiamondRawToDigi:TimingDiamond (CTPPSDiamondDigiedmDetSetVector) 62.85 30.7125
ctppsDiamondRawToDigi:TimingDiamond (TotemVFATStatusedmDetSetVector) 62.6725 30.555
muons:muPFMeanDRIsoValueGammaHighThreshold03 (doubleedmValueMap) 138.215 30.4875
ctppsDiamondLocalTracks: (CTPPSDiamondLocalTrackedmDetSetVector) 62.5675 30.45
diamondSampicLocalTracks: (TotemTimingLocalTrackedmDetSetVector) 62.5125 30.395
totemTimingRawToDigi:TotemTiming (TotemTimingDigiedmDetSetVector) 62.305 30.1775
scalersRawToDigi: (DcsStatuss) 76.0275 30.0775
muons:muPFSumDRIsoValueGammaHighThreshold03 (doubleedmValueMap) 138.173 30.025
ctppsPixelClusters: (CTPPSPixelClusteredmDetSetVector) 61.6375 29.62
ctppsPixelRecHits: (CTPPSPixelRecHitedmDetSetVector) 61.9525 29.58
totemRPLocalTrackFitter: (TotemRPLocalTrackedmDetSetVector) 61.68 29.5725
ctppsPixelDigis: (CTPPSPixelDataErroredmDetSetVector) 61.075 29.4575
totemRPUVPatternFinder: (TotemRPUVPatternedmDetSetVector) 61.38 29.2525
ctppsDiamondRecHits: (CTPPSDiamondRecHitedmDetSetVector) 61.3675 29.25
totemRPRawToDigi:TrackingStrip (TotemRPDigiedmDetSetVector) 61.35 29.2425
totemTimingRecHits: (TotemTimingRecHitedmDetSetVector) 61.0675 28.99
totemRPClusterProducer: (TotemRPClusteredmDetSetVector) 61.025 28.9375
totemRPRecHitProducer: (TotemRPRecHitedmDetSetVector) 60.725 28.5975
particleFlowRecHitHBHE:Cleaned (recoPFRecHits) 65.45 25.7925
particleFlowRecHitHO:Cleaned (recoPFRecHits) 65.205 25.5675
particleFlowRecHitHF:Cleaned (recoPFRecHits) 65.205 25.5675
particleFlowRecHitPS:Cleaned (recoPFRecHits) 65.205 25.5675
TriggerResults: (edmTriggerResults) 94.635 24.1075
genParticles:xyz0 (floatROOTMathCartesian3DROOTMathDefaultCoordinateSystemTagROOTMathPositionVector3D) 46.03 20.985
logErrorHarvester: (edmErrorSummaryEntrys) 55.2675 20.45
onlineMetaDataDigis: (CTPPSRecord) 35.6825 19.5325
ctppsDiamondRawToDigi:TimingDiamond (TotemFEDInfos) 40.945 17.67
scalersRawToDigi: (L1AcceptBunchCrossings) 40.7225 17.4975
totemRPRawToDigi:TrackingStrip (TotemFEDInfos) 40.52 17.285
ak8PFJetsPuppiSoftDropMass: (floatedmValueMap) 69.43 15.5775
dedxHitInfo:prescale (intedmValueMap) 91.795 15.575
muons:muidTMLastStationOptimizedLowPtTight (booledmValueMap) 67.9875 15.0325
muons:muidTMLastStationOptimizedLowPtLoose (booledmValueMap) 67.9875 14.9425
muons:muidTM2DCompatibilityTight (booledmValueMap) 67.6125 14.6875
muons:muidTM2DCompatibilityLoose (booledmValueMap) 67.6125 14.6475
muons:muidTMLastStationAngLoose (booledmValueMap) 67.575 14.62
muons:muidTMOneStationAngLoose (booledmValueMap) 67.5375 14.6025
muons:muidTMLastStationAngTight (booledmValueMap) 67.575 14.56
muons:muidTMOneStationAngTight (booledmValueMap) 67.5375 14.5225
muons:muidTMOneStationTight (booledmValueMap) 67.425 14.49
muons:muidTrackerMuonArbitrated (booledmValueMap) 67.575 14.44
muons:muidTMOneStationLoose (booledmValueMap) 67.425 14.37
fixedGridRhoFastjetCentralChargedPileUp: (double) 15.25 13.775
fixedGridRhoFastjetAllTmp: (double) 14.76 13.645
hltScoutingPFPacker:pfMetPhi (double) 14.795 13.57
fixedGridRhoFastjetAll: (double) 14.655 13.53
muons:muidTMLastStationLoose (booledmValueMap) 67.4625 13.4675
fixedGridRhoFastjetCentralNeutral: (double) 15.04 13.455
hltScoutingPFPacker:pfMetPt (double) 14.76 13.375
fixedGridRhoFastjetCentralCalo: (double) 14.935 13.37
muons:muidTMLastStationTight (booledmValueMap) 67.4625 13.3675
fixedGridRhoFastjetAllCalo: (double) 14.795 13.27
fixedGridRhoFastjetCentral: (double) 14.795 13.2
muons:cosmicsVeto (uintedmValueMap) 97.135 13.125
hltScoutingPFPacker:rho (double) 14.62 13.025
muons:muidGlobalMuonPromptTight (booledmValueMap) 67.575 12.95
muons:muidGMStaChiCompatibility (booledmValueMap) 67.575 12.91
muons:muidGMTkChiCompatibility (booledmValueMap) 67.5375 12.7725
muons:muidRPCMuLoose (booledmValueMap) 67.1625 12.5875
muons:muidGMTkKinkTight (booledmValueMap) 67.275 12.56
eidTight: (floatedmValueMap) 64.695 11.7425
muons:muidAllArbitrated (booledmValueMap) 67.275 11.53
eidLoose: (floatedmValueMap) 64.695 11.4825
PhotonIDProdGED:PhotonCutBasedIDLooseEM (booledmValueMap) 60.48 11.26
PhotonIDProdGED:PhotonCutBasedIDLoose (booledmValueMap) 60.405 11.175
PhotonIDProdGED:PhotonCutBasedIDTight (booledmValueMap) 60.405 11.165
PhotonIDProd:PhotonCutBasedIDLooseEM (booledmValueMap) 60.5075 11.1175
eidRobustLoose: (floatedmValueMap) 64.92 11.0975
PhotonIDProd:PhotonCutBasedIDLoose (booledmValueMap) 60.4325 11.0225
PhotonIDProd:PhotonCutBasedIDTight (booledmValueMap) 60.4325 11.0125
eidRobustHighEnergy: (floatedmValueMap) 65.1075 10.975
eidRobustTight: (floatedmValueMap) 64.92 10.7175
hltScoutingMuonPacker:displacedVtx (Run3ScoutingVertexs) 25.8175 10.315
EventAuxiliary 115.45 10.02
TriggerResults: (edmTriggerResults) 88.505 9.565
genParticles:t0 (float) 10.295 9.4875
fixedGridRhoAll: (double) 14.41 9.485
gtDigis: (L1GlobalTriggerReadoutRecord) 79.4475 8.905
ctppsPixelDigis: (CTPPSPixelDigiedmDetSetVector) 41.745 8.44
ak4GenJetsNoNu:rhos (doubles) 20.625 7.67
ak8GenJetsNoNu:rhos (doubles) 20.625 7.67
ak4GenJets:sigmas (doubles) 20.555 7.53
ak8GenJets:sigmas (doubles) 20.555 7.53
ak8GenJetsNoNu:sigmas (doubles) 20.695 7.46
ak4GenJetsNoNu:sigmas (doubles) 20.695 7.46
ak8PFJetsPuppiSoftDrop:sigmas (doubles) 21.01 7.455
ak8GenJets:rhos (doubles) 20.485 7.4
ak4GenJets:rhos (doubles) 20.485 7.4
ak8PFJetsPuppiSoftDrop:rhos (doubles) 20.94 7.385
ak8PFJetsPuppi:sigmas (doubles) 20.73 7.175
ak4PFJetsPuppi:sigmas (doubles) 20.73 7.175
ak8PFJetsPuppi:rhos (doubles) 20.66 7.105
ak4PFJetsCHS:sigmas (doubles) 20.66 7.105
ak4PFJetsPuppi:rhos (doubles) 20.66 7.105
ak4PFJetsCHS:rhos (doubles) 20.59 7.025
ak8PFJetsPuppiSoftDrop:sigma (double) 14.83 6.255
ak8PFJetsPuppiSoftDrop:rho (double) 14.76 6.185
addPileupInfo:bunchSpacing (int) 10.59 6.005
ak8PFJetsPuppi:sigma (double) 14.55 5.975
ak4PFJetsPuppi:sigma (double) 14.55 5.975
ak8GenJetsNoNu:sigma (double) 14.515 5.94
ak4GenJetsNoNu:sigma (double) 14.515 5.94
ak4PFJetsCHS:sigma (double) 14.48 5.905
ak4PFJetsPuppi:rho (double) 14.48 5.905
ak8PFJetsPuppi:rho (double) 14.48 5.905
ak4CaloJets:sigma (double) 14.445 5.87
ak4GenJetsNoNu:rho (double) 14.445 5.87
ak8GenJetsNoNu:rho (double) 14.445 5.87
ak4PFJetsCHS:rho (double) 14.41 5.835
ak4CaloJets:rho (double) 14.375 5.8
ak4PFJets:sigma (double) 14.375 5.8
ak4GenJets:sigma (double) 14.375 5.8
ak8GenJets:sigma (double) 14.375 5.8
ak4GenJets:rho (double) 14.305 5.73
ak8GenJets:rho (double) 14.305 5.73
ak4PFJets:rho (double) 14.305 5.73
EventSelections 75.0125 3.7175
BranchListIndexes 21.5775 0.9075

